id,target,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
33505,0,Male,Loyal Customer,16,Personal Travel,Eco Plus,2144,4,3,4,2,1,4,1,1,4,5,4,2,5,1,0,0.0
33581,0,Male,Loyal Customer,55,Personal Travel,Eco,3581,4,3,4,3,5,4,5,5,1,1,1,2,2,5,11,27.0
33641,0,Female,Loyal Customer,60,Personal Travel,Eco,832,4,3,4,3,2,4,2,4,4,4,4,5,4,1,32,5.0
33751,0,Female,Loyal Customer,12,Personal Travel,Eco Plus,1488,4,3,4,3,1,4,5,1,2,2,4,3,4,1,0,7.0
33806,0,Female,Loyal Customer,31,Personal Travel,Eco,3808,4,3,4,4,4,5,3,4,2,4,4,3,3,3,0,13.0
33819,0,Male,Loyal Customer,28,Personal Travel,Eco,3119,4,3,4,4,2,4,2,2,1,3,2,2,4,2,0,0.0
33859,0,Male,Loyal Customer,20,Personal Travel,Eco,2030,4,3,4,4,2,4,2,2,2,1,4,1,3,2,0,2.0
33878,0,Male,Loyal Customer,34,Personal Travel,Eco,2237,4,3,4,4,3,4,3,3,2,4,3,1,4,3,2,3.0
33896,0,Male,Loyal Customer,16,Personal Travel,Eco,2222,4,3,4,4,3,4,3,3,2,1,4,3,2,3,40,36.0
33944,0,Female,Loyal Customer,39,Personal Travel,Eco,1327,4,3,4,4,1,4,1,1,4,3,2,4,3,1,93,97.0
33947,0,Female,Loyal Customer,64,Personal Travel,Eco Plus,382,4,3,4,4,3,2,3,3,3,4,3,3,3,5,0,0.0
33956,0,Female,Loyal Customer,35,Personal Travel,Eco Plus,1413,4,3,4,4,5,4,5,5,3,4,1,4,5,5,1,0.0
34034,0,Female,Loyal Customer,59,Personal Travel,Eco,1744,4,3,5,3,3,2,3,1,1,5,1,3,1,1,0,0.0
34049,0,Female,Loyal Customer,8,Personal Travel,Eco,3503,4,3,5,4,2,5,2,2,5,4,4,2,3,2,0,0.0
34083,0,Female,Loyal Customer,40,Personal Travel,Eco,889,4,4,0,2,3,0,3,3,2,4,3,4,3,3,0,0.0
34137,1,Male,Loyal Customer,50,Personal Travel,Eco,1916,4,4,2,2,5,2,5,5,4,3,4,4,4,5,34,17.0
34149,1,Male,Loyal Customer,53,Personal Travel,Eco,2095,4,4,2,4,1,2,1,1,3,4,5,5,5,1,0,0.0
34161,0,Female,Loyal Customer,38,Personal Travel,Eco,2398,4,4,3,1,5,3,5,5,5,3,3,4,5,5,0,0.0
34168,0,Female,Loyal Customer,7,Personal Travel,Eco,2378,4,4,3,1,4,3,4,4,4,2,4,5,4,4,0,0.0
34188,0,Female,Loyal Customer,12,Personal Travel,Eco,2918,4,4,3,2,2,3,2,2,4,3,4,5,5,2,47,40.0
34214,1,Male,Loyal Customer,41,Personal Travel,Eco,3527,4,4,3,3,3,3,1,3,4,4,5,3,5,3,6,5.0
34221,1,Female,Loyal Customer,55,Personal Travel,Eco,1145,4,4,3,3,4,4,4,2,2,3,2,3,2,4,0,0.0
34256,0,Female,Loyal Customer,67,Personal Travel,Eco,1383,4,4,3,4,2,5,4,2,2,3,2,3,2,5,0,0.0
34327,0,Female,Loyal Customer,66,Personal Travel,Eco,1672,4,4,4,1,3,4,4,5,5,4,5,5,5,3,15,0.0
34424,0,Female,Loyal Customer,36,Personal Travel,Eco,2624,4,4,4,1,3,4,3,3,5,4,4,4,4,3,6,13.0
34453,0,Male,Loyal Customer,48,Personal Travel,Eco,1623,4,4,4,1,2,4,5,2,1,4,4,3,2,2,0,0.0
34540,0,Male,Loyal Customer,51,Personal Travel,Eco Plus,1679,4,4,4,1,1,4,1,1,4,4,5,3,5,1,8,14.0
34586,0,Female,Loyal Customer,42,Personal Travel,Eco,282,4,4,4,1,3,3,2,4,4,4,4,5,4,5,0,0.0
34653,1,Female,Loyal Customer,26,Personal Travel,Eco,3209,4,4,4,2,5,4,5,5,3,4,3,4,4,5,0,0.0
34703,0,Male,Loyal Customer,29,Personal Travel,Eco,1714,4,4,4,2,4,4,4,4,1,2,4,3,3,4,0,0.0
34716,0,Female,Loyal Customer,46,Personal Travel,Eco,974,4,4,4,2,4,5,5,3,3,4,3,4,3,4,0,0.0
34937,0,Male,Loyal Customer,67,Personal Travel,Business,85,4,4,4,2,5,4,4,4,4,4,4,5,4,4,0,0.0
34995,0,Female,Loyal Customer,24,Personal Travel,Eco,3169,4,4,4,3,2,4,2,2,5,2,4,4,4,2,0,1.0
35046,1,Male,Loyal Customer,14,Personal Travel,Eco Plus,2546,4,4,4,3,1,4,1,1,5,2,3,3,4,1,0,0.0
35090,0,Female,Loyal Customer,59,Personal Travel,Eco,1043,4,4,4,3,3,5,4,4,4,4,1,3,4,3,0,0.0
35222,0,Male,Loyal Customer,59,Personal Travel,Eco,2183,4,4,4,3,5,4,5,5,3,5,5,4,4,5,0,0.0
35369,1,Male,Loyal Customer,22,Personal Travel,Eco,2214,4,4,4,3,2,4,2,2,2,5,4,1,3,2,0,0.0
35453,0,Male,Loyal Customer,38,Personal Travel,Eco,1518,4,4,4,3,3,4,3,3,5,4,4,5,4,3,0,0.0
35454,0,Female,Loyal Customer,61,Personal Travel,Eco,326,4,4,4,3,4,4,5,5,5,4,5,5,5,5,52,34.0
35463,1,Female,Loyal Customer,69,Personal Travel,Eco Plus,287,4,4,4,3,4,5,4,5,5,4,5,3,5,3,20,2.0
35547,0,Male,Loyal Customer,60,Personal Travel,Eco,1217,4,4,4,3,5,4,5,5,1,2,4,1,4,5,54,53.0
35549,1,Female,Loyal Customer,20,Personal Travel,Eco,1592,4,4,4,3,5,4,5,5,3,5,5,5,5,5,26,32.0
35559,0,Male,Loyal Customer,17,Personal Travel,Eco,1491,4,4,4,3,3,4,3,3,2,2,3,3,3,3,0,0.0
35566,1,Male,Loyal Customer,15,Personal Travel,Eco,1856,4,4,4,3,2,4,2,2,1,5,3,2,4,2,0,12.0
35699,0,Female,Loyal Customer,49,Personal Travel,Eco,1066,4,4,4,4,3,5,4,5,5,4,5,3,5,5,7,0.0
35882,1,Male,Loyal Customer,47,Personal Travel,Eco,2118,4,4,4,4,2,4,3,2,5,2,5,4,4,2,2,2.0
35934,1,Female,Loyal Customer,19,Personal Travel,Eco,2021,4,4,4,4,2,4,2,2,2,4,4,4,4,2,0,0.0
35983,0,Female,Loyal Customer,28,Personal Travel,Eco Plus,1393,4,4,4,4,2,4,2,2,4,3,4,3,4,2,0,0.0
36067,0,Female,Loyal Customer,38,Personal Travel,Business,2575,4,4,4,5,4,4,4,2,1,1,4,4,1,4,8,3.0
36101,0,Male,Loyal Customer,48,Personal Travel,Business,1131,4,4,4,5,5,5,1,5,5,4,5,3,5,2,0,0.0
36260,1,Female,Loyal Customer,41,Personal Travel,Business,1486,4,4,5,2,4,5,4,5,5,5,5,3,5,5,21,5.0
36276,0,Female,Loyal Customer,14,Personal Travel,Eco,3623,4,4,5,3,4,5,4,4,3,4,4,4,4,4,1,12.0
36286,0,Female,Loyal Customer,17,Personal Travel,Eco,2370,4,4,5,3,2,5,2,2,5,4,4,3,5,2,0,33.0
36302,0,Female,Loyal Customer,44,Personal Travel,Eco Plus,698,4,4,5,3,5,4,5,3,3,5,3,3,3,3,7,0.0
36346,0,Female,Loyal Customer,63,Personal Travel,Eco,756,4,4,5,5,2,1,4,3,3,5,5,4,3,5,3,0.0
36396,0,Male,Loyal Customer,41,Personal Travel,Eco,1015,4,5,0,4,4,0,4,4,4,4,1,1,3,4,14,41.0
36452,0,Male,Loyal Customer,34,Personal Travel,Eco,2507,4,5,3,1,5,3,5,5,4,2,4,3,5,5,0,0.0
36525,0,Male,Loyal Customer,14,Personal Travel,Eco,2872,4,5,3,4,3,3,3,3,1,2,1,3,2,3,80,64.0
36532,0,Male,Loyal Customer,46,Personal Travel,Eco Plus,1991,4,5,3,4,5,3,5,5,2,3,5,4,4,5,0,0.0
36536,0,Male,Loyal Customer,29,Personal Travel,Eco,1749,4,5,3,4,4,3,3,4,2,2,4,3,2,4,0,0.0
36583,1,Male,Loyal Customer,27,Personal Travel,Eco,2759,4,5,4,1,5,4,5,5,1,2,4,2,3,5,0,0.0
36602,1,Male,Loyal Customer,54,Personal Travel,Eco Plus,2804,4,5,4,1,2,4,2,2,5,3,5,5,4,2,0,0.0
36684,1,Male,Loyal Customer,34,Personal Travel,Eco,2480,4,5,4,1,4,2,4,3,5,5,4,4,5,4,177,178.0
36763,0,Female,Loyal Customer,55,Personal Travel,Eco,438,4,5,4,1,2,4,5,4,4,4,4,1,4,4,48,45.0
36874,1,Female,Loyal Customer,18,Personal Travel,Eco,2720,4,5,4,2,3,4,3,3,5,3,4,3,5,3,0,3.0
36886,0,Female,Loyal Customer,17,Personal Travel,Eco,2516,4,5,4,2,4,4,1,4,5,4,4,5,5,4,0,0.0
36970,0,Female,Loyal Customer,30,Personal Travel,Eco,2210,4,5,4,2,3,4,3,3,4,3,5,5,5,3,0,0.0
37114,0,Male,Loyal Customer,13,Personal Travel,Eco Plus,1364,4,5,4,2,4,4,4,4,5,4,4,5,5,4,0,0.0
37150,0,Female,Loyal Customer,31,Personal Travel,Eco,1363,4,5,4,2,4,4,4,4,5,5,5,4,4,4,0,0.0
37208,1,Male,Loyal Customer,12,Personal Travel,Eco,1465,4,5,4,2,5,4,5,5,4,4,5,5,4,5,2,0.0
37285,0,Female,Loyal Customer,48,Personal Travel,Eco Plus,1616,4,5,4,3,5,4,4,1,1,4,1,3,1,4,36,3.0
37425,0,Female,Loyal Customer,34,Personal Travel,Eco,2209,4,5,4,3,2,4,2,2,4,2,5,5,5,2,0,2.0
37433,1,Male,Loyal Customer,27,Personal Travel,Eco,1940,4,5,4,3,3,4,3,3,3,5,4,3,4,3,18,2.0
37435,0,Female,Loyal Customer,24,Personal Travel,Eco,2303,4,5,4,3,3,4,3,3,5,4,5,5,4,3,10,0.0
37442,0,Male,Loyal Customer,66,Personal Travel,Eco,2298,4,5,4,3,2,4,2,2,5,5,4,5,4,2,52,47.0
37541,0,Female,Loyal Customer,40,Personal Travel,Eco,2078,4,5,4,3,2,4,2,2,5,2,4,5,5,2,0,0.0
37573,0,Female,Loyal Customer,49,Personal Travel,Eco,507,4,5,4,3,4,4,4,1,1,4,1,5,1,4,0,0.0
37592,0,Female,Loyal Customer,25,Personal Travel,Eco,2197,4,5,4,3,4,4,4,4,4,2,4,4,5,4,0,11.0
37654,0,Female,Loyal Customer,56,Personal Travel,Eco,321,4,5,4,3,5,4,4,3,3,4,3,3,3,4,0,0.0
37676,0,Male,Loyal Customer,37,Personal Travel,Eco,2163,4,5,4,3,4,3,3,3,4,4,5,3,5,3,151,182.0
37677,0,Male,Loyal Customer,53,Personal Travel,Eco,1974,4,5,4,3,2,4,2,2,5,4,4,3,4,2,0,0.0
37723,0,Female,Loyal Customer,69,Personal Travel,Eco,220,4,5,4,3,4,4,5,2,2,4,2,3,2,5,0,0.0
37762,0,Female,Loyal Customer,30,Personal Travel,Eco,3365,4,5,4,4,3,4,3,3,3,2,4,4,4,3,0,0.0
37779,0,Male,Loyal Customer,23,Personal Travel,Eco,3078,4,5,4,4,3,4,3,3,2,4,1,1,5,3,0,0.0
37813,0,Male,Loyal Customer,62,Personal Travel,Eco,2483,4,5,4,4,1,4,1,1,5,3,5,5,4,1,54,37.0
37830,1,Male,Loyal Customer,41,Personal Travel,Eco,2594,4,5,4,4,5,4,5,5,3,1,2,2,2,5,0,0.0
37903,1,Male,Loyal Customer,49,Personal Travel,Eco,2482,4,5,4,4,3,4,3,3,5,5,4,4,4,3,0,0.0
37910,0,Female,Loyal Customer,23,Personal Travel,Eco,1981,4,5,4,4,5,4,5,5,1,2,3,4,1,5,4,0.0
37941,0,Male,Loyal Customer,32,Personal Travel,Eco,2057,4,5,4,4,5,4,5,5,5,2,4,3,5,5,0,0.0
38022,1,Female,Loyal Customer,19,Personal Travel,Eco,1705,4,5,4,4,2,4,1,2,4,2,4,3,4,2,8,4.0
38097,0,Female,Loyal Customer,61,Personal Travel,Eco Plus,4125,4,5,4,5,4,2,2,5,2,5,4,2,5,2,180,145.0
38122,0,Female,Loyal Customer,34,Personal Travel,Eco,2430,4,5,4,5,2,4,2,2,5,3,3,4,4,2,93,89.0
38233,0,Male,Loyal Customer,17,Personal Travel,Eco,1899,4,5,4,5,5,4,5,5,5,2,2,3,4,5,0,4.0
38305,0,Female,Loyal Customer,23,Personal Travel,Eco,3658,4,5,5,3,2,5,2,2,3,3,3,5,5,2,36,19.0
38385,1,Female,Loyal Customer,41,Personal Travel,Eco,1711,5,0,5,1,4,5,4,4,3,2,4,5,5,4,0,9.0
38474,1,Male,Loyal Customer,31,Personal Travel,Eco,2168,5,1,5,3,3,1,3,3,4,3,3,1,2,3,0,0.0
38530,1,Male,Loyal Customer,49,Personal Travel,Business,696,5,1,5,4,4,4,4,1,1,5,1,1,1,4,0,0.0
38575,1,Female,Loyal Customer,55,Personal Travel,Eco,838,5,2,5,2,5,3,3,5,5,5,5,1,5,2,0,4.0
38599,1,Female,Loyal Customer,21,Personal Travel,Business,2995,5,2,5,3,2,5,2,2,3,5,4,2,4,2,28,9.0
38621,1,Female,Loyal Customer,39,Personal Travel,Eco,2074,5,2,5,3,2,5,2,2,1,2,3,2,4,2,0,0.0
38670,1,Female,Loyal Customer,59,Personal Travel,Eco,741,5,2,5,4,4,4,4,2,2,5,2,1,2,2,9,6.0
38686,1,Male,Loyal Customer,33,Personal Travel,Eco,2033,5,2,5,4,4,5,4,4,3,1,3,4,4,4,0,0.0
38804,1,Female,Loyal Customer,29,Personal Travel,Eco,2030,5,3,5,3,5,5,1,5,1,3,4,4,3,5,0,0.0
38865,1,Male,Loyal Customer,65,Personal Travel,Eco,1660,5,3,5,4,3,5,3,3,4,4,5,4,5,3,0,0.0
38919,1,Female,Loyal Customer,35,Personal Travel,Eco,1467,5,4,4,1,2,4,3,2,4,5,4,4,4,2,14,22.0
38950,1,Male,Loyal Customer,24,Personal Travel,Eco Plus,2919,5,4,5,1,4,4,4,4,5,2,4,4,4,4,0,0.0
38989,1,Female,Loyal Customer,41,Personal Travel,Eco,1576,5,4,5,1,2,5,2,2,5,2,4,5,5,2,0,0.0
39072,1,Male,Loyal Customer,21,Personal Travel,Eco,2135,5,4,5,2,5,2,2,2,5,1,3,2,3,2,153,179.0
39132,1,Female,Loyal Customer,39,Personal Travel,Eco,3621,5,4,5,3,4,5,4,4,1,4,3,4,4,4,15,14.0
39213,1,Female,Loyal Customer,31,Personal Travel,Eco,2204,5,4,5,3,5,5,5,5,1,3,5,3,4,5,0,0.0
39308,1,Female,Loyal Customer,63,Personal Travel,Eco,1224,5,4,5,4,5,4,4,2,2,5,2,3,2,5,0,0.0
39320,1,Male,Loyal Customer,34,Personal Travel,Eco Plus,2152,5,4,5,4,3,5,3,3,4,4,5,3,4,3,0,0.0
39325,1,Female,Loyal Customer,43,Personal Travel,Eco,979,5,4,5,4,2,4,4,4,4,4,4,5,4,3,0,4.0
39340,1,Male,Loyal Customer,52,Personal Travel,Eco,2493,5,4,5,4,1,5,1,1,1,4,2,5,4,1,0,0.0
39376,1,Female,Loyal Customer,35,Personal Travel,Eco,2016,5,4,5,4,1,5,1,1,4,4,5,5,4,1,0,5.0
39421,1,Female,Loyal Customer,29,Personal Travel,Eco,1459,5,4,5,5,4,5,4,4,4,5,4,4,4,4,0,0.0
39455,1,Female,Loyal Customer,27,Personal Travel,Eco,1340,5,5,0,3,5,0,1,5,5,3,4,3,5,5,0,0.0
39587,1,Female,Loyal Customer,11,Personal Travel,Eco,1371,5,5,5,1,2,5,2,2,3,5,4,5,4,2,81,70.0
39615,1,Male,Loyal Customer,20,Personal Travel,Eco,2508,5,5,5,2,3,5,3,3,5,3,3,5,4,3,0,0.0
39623,1,Female,Loyal Customer,31,Personal Travel,Eco,2866,5,5,5,2,2,5,2,2,4,5,5,5,5,2,95,114.0
39654,1,Male,Loyal Customer,29,Personal Travel,Eco,1509,5,5,5,2,2,5,2,2,3,5,4,3,4,2,0,0.0
39666,1,Female,Loyal Customer,16,Personal Travel,Eco,1720,5,5,5,2,4,5,4,4,3,5,4,3,5,4,0,0.0
39686,1,Male,Loyal Customer,11,Personal Travel,Eco Plus,1323,5,5,5,2,1,5,1,1,5,5,4,4,4,1,0,0.0
39723,1,Female,Loyal Customer,40,Personal Travel,Eco,2554,5,5,5,3,1,5,1,1,4,4,4,4,4,1,0,0.0
39731,1,Female,Loyal Customer,56,Personal Travel,Eco,1025,5,5,5,3,5,5,5,4,4,5,4,5,4,4,0,3.0
39738,1,Male,Loyal Customer,14,Personal Travel,Eco,2033,5,5,5,3,4,5,4,4,1,5,2,5,1,4,0,0.0
39742,1,Male,Loyal Customer,13,Personal Travel,Eco,2452,5,5,5,3,4,5,4,4,4,4,5,5,4,4,0,4.0
39830,1,Male,Loyal Customer,59,Personal Travel,Eco,1244,5,5,5,3,5,5,5,5,5,4,4,3,5,5,4,0.0
39867,1,Female,Loyal Customer,46,Personal Travel,Eco,881,5,5,5,4,2,5,4,1,1,5,1,5,1,3,0,4.0
39894,1,Female,Loyal Customer,12,Personal Travel,Eco,1886,5,5,5,4,5,5,5,5,1,1,5,2,2,5,0,0.0
39929,1,Female,Loyal Customer,59,Personal Travel,Eco,2317,5,5,5,5,5,3,3,5,5,3,5,3,5,3,11,3.0
39951,1,Male,Loyal Customer,37,Personal Travel,Eco,2385,5,5,5,5,5,5,5,5,5,3,4,3,4,5,0,0.0
40008,1,Female,disloyal Customer,21,Business travel,Eco,1791,0,0,0,1,4,0,4,4,3,5,2,2,1,4,0,0.0
40038,1,Male,disloyal Customer,25,Business travel,Business,2757,0,0,0,1,4,0,4,4,5,2,4,4,4,4,1,0.0
40092,1,Female,disloyal Customer,26,Business travel,Eco,1502,0,0,0,1,1,0,1,1,2,5,4,5,5,1,0,0.0
40113,1,Female,disloyal Customer,30,Business travel,Business,2845,0,0,0,2,2,0,2,2,4,5,5,4,5,2,3,31.0
40115,1,Female,disloyal Customer,30,Business travel,Business,1753,0,0,0,2,3,0,3,3,5,3,4,5,5,3,0,2.0
40163,1,Female,disloyal Customer,25,Business travel,Business,2152,0,0,0,2,3,0,3,3,5,5,4,5,5,3,8,1.0
40280,1,Female,disloyal Customer,20,Business travel,Eco,1660,0,0,0,3,4,0,4,4,4,2,4,3,5,4,5,0.0
40305,1,Male,disloyal Customer,23,Business travel,Business,1736,0,0,0,3,4,0,4,4,4,3,4,5,4,4,33,20.0
40308,1,Female,disloyal Customer,22,Business travel,Business,2605,0,0,0,3,5,0,5,5,3,2,5,5,4,5,50,36.0
40349,1,Female,disloyal Customer,11,Business travel,Business,3430,0,0,0,3,5,0,3,5,5,2,3,5,5,5,0,0.0
40428,1,Female,disloyal Customer,23,Business travel,Business,2276,0,0,0,4,3,0,4,3,4,5,5,5,4,3,66,110.0
40448,1,Female,disloyal Customer,21,Business travel,Eco,1142,0,0,0,4,3,0,3,3,3,2,5,4,4,3,0,0.0
40612,1,Female,disloyal Customer,24,Business travel,Business,2382,0,3,0,1,4,0,4,4,4,4,4,5,5,4,0,0.0
40613,1,Male,disloyal Customer,21,Business travel,Eco,1733,0,3,0,1,2,0,2,2,4,5,3,3,3,2,96,79.0
40623,1,Female,disloyal Customer,15,Business travel,Eco,2118,0,3,0,2,5,0,5,5,1,3,4,3,1,5,0,0.0
40625,1,Female,disloyal Customer,22,Business travel,Business,1422,0,3,0,2,4,0,4,4,2,3,1,1,3,4,35,29.0
40806,1,Female,disloyal Customer,22,Business travel,Business,2293,0,5,0,3,1,0,1,1,5,5,4,4,4,1,0,0.0
40869,0,Male,disloyal Customer,27,Business travel,Eco,2549,1,0,0,1,5,0,5,5,2,2,1,2,2,5,20,22.0
40955,0,Female,disloyal Customer,27,Business travel,Eco Plus,1271,1,0,0,3,4,0,4,4,4,4,4,4,4,4,21,3.0
41103,0,Male,disloyal Customer,38,Business travel,Eco,2161,1,0,1,2,2,1,2,2,3,1,4,1,2,2,0,0.0
41122,0,Male,disloyal Customer,27,Business travel,Eco,1764,1,0,1,2,3,1,3,3,1,2,1,5,4,3,0,0.0
41161,0,Male,disloyal Customer,25,Business travel,Business,1574,1,0,1,3,5,1,5,5,4,5,5,4,5,5,15,14.0
41171,0,Female,disloyal Customer,10,Business travel,Eco,1916,1,0,1,3,4,1,2,4,1,2,5,3,5,4,0,2.0
41178,0,Male,disloyal Customer,38,Business travel,Eco,2193,1,0,1,3,2,1,2,2,5,4,2,2,2,2,0,0.0
41208,0,Female,disloyal Customer,32,Business travel,Eco,1026,1,0,1,3,5,1,5,5,1,4,1,3,2,5,0,0.0
41217,0,Male,disloyal Customer,34,Business travel,Eco,1947,1,0,1,3,2,1,2,2,3,1,2,1,1,2,0,0.0
41254,0,Female,disloyal Customer,34,Business travel,Eco,2012,1,0,1,4,5,1,3,5,4,4,2,5,1,5,9,2.0
41284,0,Male,disloyal Customer,28,Business travel,Eco,1978,1,0,1,4,2,1,2,2,4,1,4,1,4,2,0,0.0
41287,0,Male,disloyal Customer,34,Business travel,Eco,1925,1,0,1,4,4,1,4,4,3,3,5,2,5,4,0,5.0
41332,0,Female,disloyal Customer,18,Business travel,Eco,1664,1,0,1,4,4,1,4,4,2,2,4,2,2,4,25,21.0
41339,0,Female,disloyal Customer,25,Business travel,Eco,1302,1,0,1,4,4,1,4,4,4,3,1,3,2,4,0,0.0
41349,0,Female,disloyal Customer,25,Business travel,Business,1697,1,0,1,5,3,1,3,3,4,4,4,5,4,3,0,0.0
41377,0,Male,disloyal Customer,23,Business travel,Eco,1579,1,0,2,2,2,2,2,2,4,2,4,3,5,2,0,0.0
41484,0,Female,disloyal Customer,39,Business travel,Business,2050,1,1,1,1,2,1,2,2,5,5,4,5,5,2,16,12.0
41502,0,Female,disloyal Customer,38,Business travel,Business,2046,1,1,1,1,3,1,3,3,3,2,4,4,4,3,0,0.0
41505,0,Male,disloyal Customer,38,Business travel,Business,2036,1,1,1,1,1,1,1,1,4,4,5,3,4,1,0,0.0
41552,0,Female,disloyal Customer,34,Business travel,Business,1646,1,1,1,1,2,1,2,2,3,3,5,5,4,2,0,0.0
41561,0,Female,disloyal Customer,33,Business travel,Business,1944,1,1,1,1,5,1,5,5,5,5,4,3,5,5,35,32.0
41570,0,Female,disloyal Customer,32,Business travel,Business,1805,1,1,1,1,2,1,2,2,3,2,5,3,4,2,13,0.0
41588,0,Female,disloyal Customer,46,Business travel,Eco,2250,1,1,1,1,2,1,2,2,2,2,2,4,1,2,69,62.0
41787,0,Female,disloyal Customer,24,Business travel,Eco,2260,1,1,1,2,1,1,1,1,3,3,5,5,4,1,13,10.0
41803,0,Female,disloyal Customer,25,Business travel,Eco,2038,1,1,1,2,3,1,3,3,5,3,5,4,5,3,0,2.0
41816,0,Male,disloyal Customer,35,Business travel,Business,3392,1,1,1,2,1,1,1,1,3,5,4,4,4,1,0,0.0
41941,0,Male,disloyal Customer,21,Business travel,Eco,1801,1,1,1,2,1,1,1,4,2,3,2,1,2,1,111,160.0
41968,0,Female,disloyal Customer,29,Business travel,Eco,1981,1,1,1,3,1,1,1,5,2,3,5,1,1,1,103,120.0
42010,0,Female,disloyal Customer,41,Business travel,Eco,2883,1,1,1,3,1,1,1,1,2,3,3,2,4,1,15,20.0
42039,0,Male,disloyal Customer,48,Business travel,Business,1283,1,1,1,3,2,1,2,2,5,3,4,4,5,2,0,0.0
42041,0,Female,disloyal Customer,47,Business travel,Business,2201,1,1,1,3,1,1,1,1,3,5,5,5,4,1,44,32.0
42054,0,Female,disloyal Customer,45,Business travel,Business,2584,1,1,1,3,1,2,3,4,5,4,5,3,3,3,132,115.0
42118,0,Female,disloyal Customer,40,Business travel,Business,4291,1,1,1,3,1,5,2,4,1,3,4,2,1,2,34,19.0
42308,0,Male,disloyal Customer,45,Business travel,Eco,2772,1,1,1,3,2,1,5,2,5,5,2,2,4,2,8,0.0
42386,0,Male,disloyal Customer,9,Business travel,Eco,2003,1,1,1,3,1,1,1,1,1,4,4,2,3,1,29,24.0
42481,0,Male,disloyal Customer,10,Business travel,Eco,1681,1,1,1,3,4,1,4,4,1,4,3,2,4,4,14,29.0
42498,0,Female,disloyal Customer,28,Business travel,Business,2533,1,1,1,3,5,1,5,5,5,4,5,5,4,5,0,0.0
42535,0,Female,disloyal Customer,10,Business travel,Eco,1759,1,1,1,3,4,1,4,4,3,2,4,4,4,4,0,0.0
42586,0,Male,disloyal Customer,39,Business travel,Eco,2372,1,1,1,3,3,1,1,3,4,5,3,1,4,3,84,55.0
42641,0,Male,disloyal Customer,19,Business travel,Eco,1458,1,1,1,3,4,1,4,4,3,1,4,4,4,4,20,16.0
42672,0,Male,disloyal Customer,20,Business travel,Eco Plus,2004,1,1,1,3,3,1,4,3,2,5,3,1,4,3,0,0.0
42690,0,Female,disloyal Customer,26,Business travel,Eco,1467,1,1,1,3,1,1,1,1,2,4,3,3,3,1,57,55.0
42743,0,Female,disloyal Customer,16,Business travel,Eco,3215,1,1,1,4,5,1,4,5,1,4,4,3,3,5,55,36.0
42762,0,Male,disloyal Customer,49,Business travel,Business,1839,1,1,1,4,4,1,5,4,4,2,5,3,4,4,0,0.0
42816,0,Male,disloyal Customer,44,Business travel,Business,1583,1,1,1,4,3,1,3,3,4,4,4,4,4,3,32,26.0
42886,0,Male,disloyal Customer,23,Business travel,Eco,2856,1,1,1,4,2,1,2,2,5,5,4,3,4,2,0,0.0
42892,0,Female,disloyal Customer,38,Business travel,Business,2969,1,1,1,4,4,1,4,4,4,2,5,3,4,4,29,23.0
42952,0,Female,disloyal Customer,15,Business travel,Eco,2028,1,1,1,4,5,1,5,5,2,4,4,3,4,5,9,1.0
43017,0,Female,disloyal Customer,34,Business travel,Business,1812,1,1,1,4,3,1,3,3,5,2,4,3,4,3,0,0.0
43105,0,Female,disloyal Customer,27,Business travel,Eco,1957,1,1,1,4,2,1,2,2,2,2,5,2,1,2,15,0.0
43157,0,Male,disloyal Customer,27,Business travel,Business,2876,1,1,1,4,3,1,3,3,4,3,4,5,4,3,25,16.0
43181,0,Female,disloyal Customer,27,Business travel,Business,1572,1,1,1,4,1,1,1,1,5,2,5,3,4,1,0,0.0
43252,0,Male,disloyal Customer,11,Business travel,Eco,1606,1,1,1,4,3,1,3,3,4,4,4,1,3,3,32,34.0
43258,0,Female,disloyal Customer,20,Business travel,Eco,1953,1,1,1,4,4,1,4,4,4,3,4,2,4,4,0,0.0
43266,0,Male,disloyal Customer,36,Business travel,Eco,1409,1,1,1,4,1,1,1,1,3,2,3,4,3,1,29,30.0
43294,0,Female,disloyal Customer,39,Business travel,Eco,1839,1,1,1,4,1,1,1,1,2,4,3,3,4,1,0,0.0
43394,0,Female,disloyal Customer,21,Business travel,Eco,1499,1,1,1,5,5,1,5,5,4,2,4,4,5,5,0,0.0
43399,0,Male,disloyal Customer,29,Business travel,Business,2020,1,1,1,5,3,1,3,3,5,3,5,5,5,3,29,11.0
43430,0,Male,disloyal Customer,51,Business travel,Eco,1864,1,2,0,2,5,0,5,5,4,4,2,4,3,5,125,118.0
43483,0,Female,disloyal Customer,25,Business travel,Eco,1876,1,2,1,3,2,1,2,2,1,5,3,4,3,2,28,12.0
43497,0,Female,disloyal Customer,27,Business travel,Eco,2142,1,2,1,3,1,2,2,3,3,4,3,2,3,2,244,235.0
43552,0,Female,disloyal Customer,23,Business travel,Eco,1384,1,2,1,3,1,1,1,1,4,4,3,1,3,1,39,27.0
43599,0,Female,disloyal Customer,15,Business travel,Eco,1920,1,2,1,4,2,1,2,2,3,4,4,3,4,2,0,0.0
